campaign,rowname,name,biosample,site_id,database,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,Altitude,Temp,Salinity,pH,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,Na_aq,K_aq,Mg_aq,Ca_aq,Si_aq,Li_aq,Be_aq,B_aq,Al_aq,P_aq,Ti_aq,V_aq,Cr_aq,Mn_aq,Fe_aq,Co_aq,Ni_aq,Cu_aq,Zn_aq,Ga_aq,As_aq,Se_aq,Rb_aq,Sr_aq,Zr_aq,Nb_aq,Mo_aq,Pd_aq,Ag_aq,Cd_aq,Sn_aq,Sb_aq,Cs_aq,Ba_aq,La_aq,Ce_aq,Pr_aq,Nd_aq,W_aq,Tl_aq,Pb_aq,Yh_aq,U_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,DPM,SfA,CT,SedThic_Oc,SedThic_On,DistCoast,ConShelf,Time_rift,DSub,DMOR,DOT,DHS,DV,DMUSGS,DEQ,HF,PV,elv,SR,slab_name,DCS,SDepth,SDip,ConvR,ConvObl,ConvAge,Water_type,iron_proteins
NCBI,SAMN02419149,SAMN02419149,SAMN02419149,NA,SRA,32,38.56,-110.8,CG2_0.2B,193179666,Illumina HiSeq 2000,fluid,4.295485377,North_America,USA,Utah,Green River,Crystal Geyser,spring,hot_spring,geyser,intraplate,rift,continental rift,NA,mild_reduced,aerial,aerial,2736203,sandstone,sedimentary,sedimentary,185173,Wild Horse Gypsum Deposit,38.5441667,-110.82333,2.66888937,"Anhydrite,Gypsum",4369,17.5,11.52,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,4295,2211,NA,NA,2.4,NA,NA,2.3,90577,14072,5566,40318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.553396,9,546.6736,108.2121,0.0067165,2.7233552,0.094242,7.25718,NA,2.50914,2.1423012,0.00036049,0.00588487,0.233982,2.0866085,NA,NA,NA,NA,NA,21,NA,NA,NA,0.0273033,1279252,NA,0.5313237,NA,1.27583008,NA,NA,1.7150112,EarthChem,D225022,whole_rock,SEDIMENTARY,D225022,38.55,-110.81667,90.1785611,64.5,0.56,17.7,2.31,NA,2.0785611,0.01,1.9,0.25,0.3,2.58,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231.449754,NA,40.96833911,NA,1875.01,818.1916724,NA,NA,1214.646191,531.274561,869.2913896,604.530813,154.5991108,52.8140134,239.4471653,82.56508713,1.687864416,1598.08,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN02419150,SAMN02419150,SAMN02419150,NA,SRA,32,38.56,-110.8,CG2_3.0,193830332,Illumina HiSeq 2000,fluid,0.002415596937,North_America,USA,Utah,Green River,Crystal Geyser,spring,hot_spring,geyser,intraplate,rift,continental rift,NA,mild_reduced,aerial,aerial,2736203,sandstone,sedimentary,sedimentary,185173,Wild Horse Gypsum Deposit,38.5441667,-110.82333,2.66888937,"Anhydrite,Gypsum",4369,17.5,11.52,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,4295,2211,NA,NA,2.4,NA,NA,2.3,90577,14072,5566,40318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.553396,9,546.6736,108.2121,0.0067165,2.7233552,0.094242,7.25718,NA,2.50914,2.1423012,0.00036049,0.00588487,0.233982,2.0866085,NA,NA,NA,NA,NA,21,NA,NA,NA,0.0273033,1279252,NA,0.5313237,NA,1.27583008,NA,NA,1.7150112,EarthChem,D225022,whole_rock,SEDIMENTARY,D225022,38.55,-110.81667,90.1785611,64.5,0.56,17.7,2.31,NA,2.0785611,0.01,1.9,0.25,0.3,2.58,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231.449754,NA,40.96833911,NA,1875.01,818.1916724,NA,NA,1214.646191,531.274561,869.2913896,604.530813,154.5991108,52.8140134,239.4471653,82.56508713,1.687864416,1598.08,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN02743532,SAMN02743532,SAMN02743532,NA,SRA,25,25.2,121.6,Shi-Huang-Ping microbes 8 cm,73351990,Illumina HiSeq 2000,fluid,0.8791988471,Asia,Taiwan,Taiwan,Shi-Huang-Ping hot spring,Shi-Huang-Ping hot spring,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,NA,oxidized,aerial,aerial,3190736,intermediate volcanic,igneous,andesite,32425,Keelung River,25.0986111,121.833611,26.6439495,"Gold,Magnetite,Quartz,Zircon",306,69,889,2.5,-62,NA,NA,NA,0.08333333,NA,NA,NA,5.01,NA,NA,378,1.64379289,NA,NA,NA,NA,NA,12,2.17,1.21,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,KM-6,whole_rock,"IGNEOUS, PLUTONIC, EXOTIC, LAMPROPHYRE",KM-6,25.03,121.67,93.44,52.22,1.36,17.54,NA,NA,6.16,0.1,1.69,3.22,7.42,4.73,NA,NA,16,NA,NA,27.5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.87375,0.76625,16.65625,2.78625,3.70625,6.213345613,98,3.4425,6.3275,3.4,1805,245,654.4379272,NA,26.61198523,NA,2498.83,11.44977188,NA,NA,412.1888123,342.4248047,44.17192841,1323.636108,8.721820831,26.69186783,44.7644577,81.06907434,2.620182276,299,NA,ryu,0,-28.41028786,32.29580688,7.149112701,-21.0551033,52.07841492,,
NCBI,SAMN02786246,SAMN02786246,SAMN02786246,NA,SRA,25,25.2,121.6,Shi-Huang-Ping microbes 0 - 25 cm,96834105,Illumina HiSeq 2000,fluid,8.144946271,Asia,Taiwan,Taiwan,Shi-Huang-Ping hot spring,Shi-Huang-Ping hot spring,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,NA,oxidized,aerial,aerial,3190736,intermediate volcanic,igneous,andesite,32425,Keelung River,25.0986111,121.833611,26.6439495,"Gold,Magnetite,Quartz,Zircon",306,69,889,2.5,-62,NA,NA,NA,0.08333333,NA,NA,NA,5.01,NA,NA,378,1.64379289,NA,NA,NA,NA,NA,12,2.17,1.21,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,KM-6,whole_rock,"IGNEOUS, PLUTONIC, EXOTIC, LAMPROPHYRE",KM-6,25.03,121.67,93.44,52.22,1.36,17.54,NA,NA,6.16,0.1,1.69,3.22,7.42,4.73,NA,NA,16,NA,NA,27.5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,101,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.87375,0.76625,16.65625,2.78625,3.70625,6.213345613,98,3.4425,6.3275,3.4,1805,245,654.4379272,NA,26.61198523,NA,2498.83,11.44977188,NA,NA,412.1888123,342.4248047,44.17192841,1323.636108,8.721820831,26.69186783,44.7644577,81.06907434,2.620182276,299,NA,ryu,0,-28.41028786,32.29580688,7.149112701,-21.0551033,52.07841492,,
NCBI,SAMN03797534,SAMN03797534,SAMN03797534,NA,SRA,30,41.86,-8.11,LLHS,5625431,Illumina HiSeq 2000,fluid,44.51525381,Europe,Spain,Galicia,Ourense,Lobios Hot Spring,spring,hot_spring,hot_spring,intraplate,faults,continental faults,NA,NA,aerial,aerial,3148273,granite,igneous,granite,261220,Salto Do Lobo - Corgas Das Negras E Lamalonga Mines,41.8108333,-8.0391667,9.55696193,"Arsenopyrite,Cassiterite,Fluorite,Molybdenite,Quartz,Scheelite",433,76,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,ORV-26,whole_rock,"IGNEOUS, VOLCANIC, FELSIC, RHYOLITE",ORV-26,42.0855,-7.5307,93.41943,71.61,0.47,15.52,3,NA,2.69943,0.03,0.64,0.16,2.13,5.43,NA,0.16,20,9,NA,14,60,48,658,NA,46.35,71,5.59,3.07,0.8,22,4.96,NA,1.06,22.7,NA,0.39,12,22.38,38,5.81,242,NA,4.94,NA,NA,0.73,0.87,10.1,NA,NA,5,NA,27,2.77,85,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,290.7593652,NA,30.8886572,NA,125966,67.70694189,NA,NA,1607.690779,1619.240102,1619.381724,1257.853255,480.4248897,754.7330358,587.1767742,58.19040458,2.433613628,563.990388,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN03859986,SAMN03859986,SAMN03859986,NA,SRA,55,-21.9892,-176568,2044C,86179201,Illumina HiSeq 2500,rock,0.06804417831,Pacific_Ocean,Lau_Basin,Lau_Basin,Tu’i Malila vent field,Tu’i Malila vent field,vent,deep_vent,deep_vent,plate margin,convergent,oceanic_subduction,NA,oxidized,subaerial,subaerial_saltwater,NA,basalt,igneous,basalt,310030,Mariner Vent Field,-22.181944,-176.60056,21.6982325,"Chalcopyrite,Fluorite,Molysite,Periclase,Pyrite,Sphalerite,Sulphur,Troilite",-1876,11.3,NA,6.2,NA,NA,NA,NA,NA,NA,NA,0.38,11,NA,NA,NA,0.0265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1061,NA,NA,NA,0.0196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORB,BLAU9,whole_rock,BASALT,BLAU9,-21.04,-176259,98.33,53.78,1.61,14.06,NA,NA,12.74,0.22,4.19,8.43,2.88,0.25,NA,0.17,66,37.2,0.4,25,372,100.9,58.1,0.46,8.97,34,5.47,3.51,1.12,16.6,4.52,NA,1.22,2.82,8.1,0.56,1.25,8.81,1,1.59,3.88,36.3,3.06,0.76,127,0.09,0.81,178,1.34,42,77,0.07,34.5,3.55,78.8,47.96333335,1.738333335,15.28833335,3.680833335,6975,10.28705064,0.173166665,7475,10.05333335,2.664166665,0.836666665,0.364916665,77.95554904,0.1055919112,10.44951868,162.630641,0,160.1401161,NA,NA,236.7423075,2.507100725,211.2572016,1189.828416,116.515802,3124.4595,14.73537359,65.81102945,5.235740415,-2021.747482,22.81014184,ker,4.041479379,-111.2217636,45.35737991,11.12968159,-26.01613617,70.51502228,,
NCBI,SAMN04901559,SAMN04901559,SAMN04901559,NA,SRA,37,25.44,98.44,1-87,3780993,Illumina HiSeq 2000,NA,14.83757332,Asia,China,YunNA province,Tengchong hot springs,Gongxiaoshe hot spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,NA,oxidized,aerial,aerial,3192131,sedimentary,sedimentary,sedimentary,155457,Xiaolonghe Sn Deposit,25.45,98.4333333,0.7590388,"Cassiterite,Magnetite,Muscovite,Pyrite,Quartz,Topaz",2524,73.8,1449,7.29,NA,0.44,3.00E-05,NA,125,NA,NA,NA,5.2,12.9,92.8,2.1,0,NA,0.05,0.05,0.1,NA,418.5,45.9,3.35,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00E-05,NA,175,0.0103,0.000153,0.00028,0.000366,0.00371,NA,NA,0.51,0.00287,9.00E-06,0.00012,0.49,0.0003,4.50E-05,NA,NA,1.20E-05,NA,6.90E-05,303,NA,NA,0.55,3.60E-05,NA,0.00094,NA,56,2.40E-05,4.20E-05,EarthChem,CZ08-1,whole_rock,"TRACHYANDESITE, BASALTIC",CZ08-1,25.2352,98.5223,97.55,54.03,1.35,16.87,2.13,5.18,7.0965953,0.13,5.91,6.46,3.84,3.23,NA,0.55,28.99,27.05,NA,84.32,139.1,76.77,982.1,NA,124.3,115.2,4.84,2.6,1.93,NA,6.66,NA,0.98,69.27,NA,0.35,32.3,47.76,13.89,13.41,86.42,20.13,7.93,NA,705.6,1.86,0.91,21.4,NA,NA,2.46,NA,25.48,2.46,224.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001.214852,NA,40.26886259,NA,14.0582,758.7742921,NA,NA,1459.29617,1163.116997,1188.054784,16.63584605,24.0472108,24.57337473,6.781192064,81.59077148,2.585708703,1741.60864,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN04901560,SAMN04901560,SAMN04901560,NA,SRA,37,25.44,98.44,6-505,3714331,Illumina HiSeq 2000,NA,30.24481469,Asia,China,YunNA province,Tengchong hot springs,Gongxiaoshe hot spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,NA,oxidized,aerial,aerial,3192131,sedimentary,sedimentary,sedimentary,155457,Xiaolonghe Sn Deposit,25.45,98.4333333,0.7590388,"Cassiterite,Magnetite,Muscovite,Pyrite,Quartz,Topaz",2524,73.8,1449,7.29,NA,0.44,3.00E-05,NA,125,NA,NA,NA,5.2,12.9,92.8,2.1,0,NA,0.05,0.05,0.1,NA,418.5,45.9,3.35,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00E-05,NA,175,0.0103,0.000153,0.00028,0.000366,0.00371,NA,NA,0.51,0.00287,9.00E-06,0.00012,0.49,0.0003,4.50E-05,NA,NA,1.20E-05,NA,6.90E-05,303,NA,NA,0.55,3.60E-05,NA,0.00094,NA,56,2.40E-05,4.20E-05,EarthChem,CZ08-1,whole_rock,"TRACHYANDESITE, BASALTIC",CZ08-1,25.2352,98.5223,97.55,54.03,1.35,16.87,2.13,5.18,7.0965953,0.13,5.91,6.46,3.84,3.23,NA,0.55,28.99,27.05,NA,84.32,139.1,76.77,982.1,NA,124.3,115.2,4.84,2.6,1.93,NA,6.66,NA,0.98,69.27,NA,0.35,32.3,47.76,13.89,13.41,86.42,20.13,7.93,NA,705.6,1.86,0.91,21.4,NA,NA,2.46,NA,25.48,2.46,224.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001.214852,NA,40.26886259,NA,14.0582,758.7742921,NA,NA,1459.29617,1163.116997,1188.054784,16.63584605,24.0472108,24.57337473,6.781192064,81.59077148,2.585708703,1741.60864,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN05449938,SAMN05449938,SAMN05449938,NA,SRA,8,22.65,78.36,CAP,19554880,NextSeq 500,fluid,3.471814203,Asia,India,Central_India,Chhoti Anhoni,Chhoti Anhoni Petroleum Borehole,spring,deep_well,hot_spring,intraplate,rift,continental rift,NA,mild_reduced,aerial,aerial,3190865,sedimentary,sedimentary,sedimentary,218838,Khairi,22.9075,78.7616667,45.0227403,Quartz,2316,52.1,558,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,10B,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,THOLEIITE",10B,22.3-22.5,78.5-78.75,100.26,50.73,3.01,12.9,NA,NA,15.12,0.23,5.08,10.08,2.47,0.35,NA,0.29,269,NA,NA,47,415,132,NA,NA,47.96,71,7.72,4.67,2.28,24,8.55,NA,1.58,20.35,NA,0.57,17,28.63,NA,NA,12,35,7.3,NA,222,NA,NA,NA,NA,NA,NA,NA,40,3.62,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795.8510255,NA,40.43004708,NA,10,562.4465817,NA,NA,1753.489867,2075.658291,2075.658291,2068.553626,1386.022229,42.51919316,179.0482939,69.601527,5.485547635,378925,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN05449939,SAMN05449939,SAMN05449939,NA,SRA,7,22.65,78.36,BAN,15622317,NextSeq 500,fluid,2.460030601,Asia,India,Central_India,Badi Anhoni,Badi Anhoni hot spring,spring,hot_spring,hot_spring,intraplate,rift,continental rift,NA,mild_reduced,aerial,aerial,3190865,sedimentary,sedimentary,sedimentary,218838,Khairi,22.9075,78.7616667,45.0227403,Quartz,1760,55,624,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,10B,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,THOLEIITE",10B,22.3-22.5,78.5-78.75,100.26,50.73,3.01,12.9,NA,NA,15.12,0.23,5.08,10.08,2.47,0.35,NA,0.29,269,NA,NA,47,415,132,NA,NA,47.96,71,7.72,4.67,2.28,24,8.55,NA,1.58,20.35,NA,0.57,17,28.63,NA,NA,12,35,7.3,NA,222,NA,NA,NA,NA,NA,NA,NA,40,3.62,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795.8510255,NA,40.43004708,NA,10,562.4465817,NA,NA,1753.489867,2075.658291,2075.658291,2068.553626,1386.022229,42.51919316,179.0482939,69.601527,5.485547635,378925,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN05449940,SAMN05449940,SAMN05449940,NA,SRA,8,22.65,78.36,CAN,15400199,NextSeq 500,fluid,0.07752029373,Asia,India,Central_India,Chhoti Anhoni,Chhoti Anhoni hot spring,spring,hot_spring,hot_spring,intraplate,rift,continental rift,NA,mild_reduced,aerial,aerial,3190865,sedimentary,sedimentary,sedimentary,218838,Khairi,22.9075,78.7616667,45.0227403,Quartz,2316,43.5,0.53,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,10B,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,THOLEIITE",10B,22.3-22.5,78.5-78.75,100.26,50.73,3.01,12.9,NA,NA,15.12,0.23,5.08,10.08,2.47,0.35,NA,0.29,269,NA,NA,47,415,132,NA,NA,47.96,71,7.72,4.67,2.28,24,8.55,NA,1.58,20.35,NA,0.57,17,28.63,NA,NA,12,35,7.3,NA,222,NA,NA,NA,NA,NA,NA,NA,40,3.62,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795.8510255,NA,40.43004708,NA,10,562.4465817,NA,NA,1753.489867,2075.658291,2075.658291,2068.553626,1386.022229,42.51919316,179.0482939,69.601527,5.485547635,378925,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN05449941,SAMN05449941,SAMN05449941,NA,SRA,6,23.41,83.39,TAT-1,3944227,NextSeq 500,fluid,0.1189460167,Asia,India,Central_India,Tattapani Hot Spring,Tattapani hot spring Site-1,spring,hot_spring,hot_spring,intraplate,rift,continental rift,NA,mild_reduced,aerial,aerial,3191338,metamorphic,metamorphic,granite,239349,Rannu,24.1422222,83.2236111,20.792973,Kornerupine,1900,98,805,7.5,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M-51,whole_rock,METAMORPHIC,M-51,24.3866,82.8853,97.1847815,68.26,0.37,17.5,1.15,NA,1.0347815,0.04,3.68,1.25,0.15,4.88,NA,0.02,NA,2.3,NA,38,58,NA,300,NA,158,49,4.8,2.6,0.71,NA,8.9,NA,0.96,86,NA,0.49,19,59,NA,16,113,5,11,NA,49,1.7,1.1,35,NA,NA,8.3,NA,26,3.01,13922,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,506.9171441,NA,39.42118234,NA,102689,429.1622704,NA,NA,1409.980339,1652.317267,1652.317267,1546.583745,1208.057812,215.1602934,344.6210583,77.23171365,5.585960888,609.995389,NA,NA,NA,NA,NA,NA,NA,NA,,
NCBI,SAMN05449942,SAMN05449942,SAMN05449942,NA,SRA,6,23.41,83.39,TAT-2,3343538,NextSeq 500,fluid,0.06295608889,Asia,India,Central_India,Tattapani Hot Spring,Tattapani hot spring Site-2,spring,hot_spring,hot_spring,intraplate,rift,continental rift,NA,mild_reduced,aerial,aerial,NA,metamorphic,metamorphic,granite,239349,Rannu,24.1422222,83.2236111,20.792973,Kornerupine,1900,61.5,0.54,7.6,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M-51,whole_rock,METAMORPHIC,M-51,24.3866,82.8853,97.1847815,68.26,0.37,17.5,1.15,NA,1.0347815,0.04,3.68,1.25,0.15,4.88,NA,0.02,NA,2.3,NA,38,58,NA,300,NA,158,49,4.8,2.6,0.71,NA,8.9,NA,0.96,86,NA,0.49,19,59,NA,16,113,5,11,NA,49,1.7,1.1,35,NA,NA,8.3,NA,26,3.01,13922,71.0227778,0.305875,14405,1.08777778,1415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
